TT,Mã HP,Số TC,Lớp học phần,Khóa học,Khóa tổ chức,Số SV dự kiến,Số SV đã ĐK,Hình thức học,Tuần học,Ngày BĐ,Ngày KT,Số tiết /tuần,Thứ,Tiết BĐ,Số tiết,Phòng học,Cơ sở đào tạo,Giáo Viên,Khoa/Viện
1981,INF30045,3,Khai phá dữ liệu(224.2)_LT_02_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,2,4,9,2,A5_302,Cơ sở 2,Phan Anh Phong,Kỹ thuật - Công nghệ
1982,INF30045,3,Khai phá dữ liệu(224.2)_LT_02_(TC)_TH_01,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,2,2,PM_02_CS2,Cơ sở 2,Phan Anh Phong,Kỹ thuật - Công nghệ
1983,INF30045,3,Khai phá dữ liệu(224.2)_LT_02_(TC)_TH_02,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,4,2,PM_02_CS2,Cơ sở 2,Phan Anh Phong,Kỹ thuật - Công nghệ
1984,INF30045,3,Khai phá dữ liệu(224.2)_LT_02_(TC)_TH_03,K62,K62,21,0,TH/TN,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,2,2,PM_02_CS2,Cơ sở 2,Phan Anh Phong,Kỹ thuật - Công nghệ
1985,INF30045,3,Khai phá dữ liệu(224.2)_LT_03,"K61,K62,K63,K64,K65",K62,65,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,2,2,9,2,C_102_cs2,Cơ sở 2,Phan Anh Phong,Kỹ thuật - Công nghệ
1986,INF30045,3,Khai phá dữ liệu(224.2)_LT_03_TH_01,"K61,K62,K63,K64,K65",K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,4,2,PM_02_CS2,Cơ sở 2,Phan Anh Phong,Kỹ thuật - Công nghệ
1987,INF30045,3,Khai phá dữ liệu(224.2)_LT_03_TH_02,"K61,K62,K63,K64,K65",K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,7,2,PTHMT.05,Cơ sở 2,Phan Anh Phong,Kỹ thuật - Công nghệ
1988,INF30045,3,Khai phá dữ liệu(224.2)_LT_03_TH_03,"K61,K62,K63,K64,K65",K62,21,0,TH/TN,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,3,6,7,2,PM_02_CS2,Cơ sở 2,Phan Anh Phong,Kỹ thuật - Công nghệ
1989,INF30051,3,Lập trình mạng(224.2)_LT_01_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,2,3,6,2,C_101_cs2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1990,INF30051,3,Lập trình mạng(224.2)_LT_01_(TC)_TH_01,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,4,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1991,INF30051,3,Lập trình mạng(224.2)_LT_01_(TC)_TH_02,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,4,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1992,INF30051,3,Lập trình mạng(224.2)_LT_01_(TC)_TH_03,K62,K62,21,0,TH/TN,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,4,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1993,INF30051,3,Lập trình mạng(224.2)_LT_02_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,2,4,6,2,C_101_cs2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1994,INF30051,3,Lập trình mạng(224.2)_LT_02_(TC)_TH_01,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,6,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1995,INF30051,3,Lập trình mạng(224.2)_LT_02_(TC)_TH_02,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,8,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1996,INF30051,3,Lập trình mạng(224.2)_LT_02_(TC)_TH_03,K62,K62,21,0,TH/TN,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,8,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1997,INF30051,3,Lập trình mạng(224.2)_LT_03_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,2,5,6,2,C_102_cs2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1998,INF30051,3,Lập trình mạng(224.2)_LT_03_(TC)_TH_01,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,8,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
1999,INF30051,3,Lập trình mạng(224.2)_LT_03_(TC)_TH_02,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,3,6,4,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
2000,INF30051,3,Lập trình mạng(224.2)_LT_03_(TC)_TH_03,K62,K62,21,0,TH/TN,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,3,6,6,2,PM_03_CS2,Cơ sở 2,Lê Quốc Anh,Kỹ thuật - Công nghệ
2001,INF30057,3,Quản trị mạng(224.2)_LT_01_(TC),K63,K63,60,0,LT,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,2,4,1,2,A2 203,Cơ sở 1,Lê Văn Minh,Kỹ thuật - Công nghệ
2002,INF30057,3,Quản trị mạng(224.2)_LT_01_(TC)_TH_01,K63,K63,20,0,TH/TN,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,4,2,TTKT. 606,Cơ sở 1,Lê Văn Minh,Kỹ thuật - Công nghệ
2003,INF30057,3,Quản trị mạng(224.2)_LT_01_(TC)_TH_02,K63,K63,20,0,TH/TN,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,6,2,TTKT. 506,Cơ sở 1,Lê Văn Minh,Kỹ thuật - Công nghệ
2004,INF30057,3,Quản trị mạng(224.2)_LT_01_(TC)_TH_03,K63,K63,20,0,TH/TN,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,9,2,TTKT. 507,Cơ sở 1,Lê Văn Minh,Kỹ thuật - Công nghệ
2005,INF30057,3,Quản trị mạng(224.2)_LT_02_(TC),K63,K63,60,0,LT,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,2,5,9,2,A1 303,Cơ sở 1,Lê Văn Minh,Kỹ thuật - Công nghệ
2006,INF30057,3,Quản trị mạng(224.2)_LT_02_(TC)_TH_01,K63,K63,20,0,TH/TN,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,7,2,TTKT. 606,Cơ sở 1,Lê Văn Minh,Kỹ thuật - Công nghệ
2007,INF30057,3,Quản trị mạng(224.2)_LT_02_(TC)_TH_02,K63,K63,20,0,TH/TN,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,1,2,TTKT. 505,Cơ sở 1,Lê Văn Minh,Kỹ thuật - Công nghệ
2008,INF30057,3,Quản trị mạng(224.2)_LT_02_(TC)_TH_03,K63,K63,20,0,TH/TN,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,4,2,TTKT. 606,Cơ sở 1,Lê Văn Minh,Kỹ thuật - Công nghệ
2009,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_01_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,2,5,6,2,C_103_cs2,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2010,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_01_(TC)_TH_01,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,2,2,PM04.A5,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2011,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_01_(TC)_TH_02,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,4,2,PM04.A5,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2012,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_01_(TC)_TH_03,K62,K62,21,0,TH/TN,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,8,2,PM04.A5,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2013,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_02_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,2,6,6,2,C_102_cs2,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2014,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_02_(TC)_TH_01,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,2,2,PM04.A5,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2015,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_02_(TC)_TH_02,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,4,2,PM04.A5,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2016,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_02_(TC)_TH_03,K62,K62,21,0,TH/TN,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,3,6,8,2,PM04.A5,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2017,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_03_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,2,6,4,2,C_101_cs2,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2018,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_03_(TC)_TH_04,K62,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,6,2,PM04.A5,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2019,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_03_(TC)_TH_05,,K62,22,0,TH/TN,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,8,2,PM04.A5,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2020,INF30060,3,Xử lý ngôn ngữ tự nhiên(224.2)_LT_03_(TC)_TH_06,,K62,21,0,TH/TN,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,3,6,2,2,PM04.A5,Cơ sở 2,Trần Xuân Sang,Kỹ thuật - Công nghệ
2025,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_01,K65,K65,70,0,LT,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,4,2,B3_103,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2026,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_01,K65,K65,70,0,LT,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,12,1,Phòng Đồ án 9,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2027,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_01_TH_03,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,7,2,TTKT. 507,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2028,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_01_TH_04,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,9,2,TTKT. 605,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2039,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_03_TH_11,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,9,2,TTKT. 507,Cơ sở 1,Đặng Hồng Lĩnh,Kỹ thuật - Công nghệ
2042,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_03_TH_14,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,7,2,TTKT. 506,Cơ sở 1,Đặng Hồng Lĩnh,Kỹ thuật - Công nghệ
2043,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_04,K65,K65,70,0,LT,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,6,2,B3_104,Cơ sở 1,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2044,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_04,K65,K65,70,0,LT,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,15,1,P_DA_2,Cơ sở 1,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2047,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_04_TH_17,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,2,2,TTKT. 602,Cơ sở 1,Đặng Hồng Lĩnh,Kỹ thuật - Công nghệ
2048,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_04_TH_18,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/04/2025,05/20/2025,3,3,4,2,TTKT. 602,Cơ sở 1,Đặng Hồng Lĩnh,Kỹ thuật - Công nghệ
2169,INF31001,3,Kiến trúc và bảo trì máy tính(224.1)_LT_01,K65,K65,45,0,LT,23 -> 30,02/04/2025,03/25/2025,2,3,1,2,D3_301,Cơ sở 1,Nguyễn Quang Ninh,Kỹ thuật - Công nghệ
2171,INF31001,3,Kiến trúc và bảo trì máy tính(224.1)_LT_01_TH_01,K65,K65,15,0,TH/TN,"28 -> 30, 32 -> 38",03/11/2025,05/20/2025,3,3,3,3,TTKT. 608,Cơ sở 1,Nguyễn Quang Ninh,Kỹ thuật - Công nghệ
2023,INF30064,4,Lập trình hướng đối tượng(224.2)_DAMH_01_(SP Tin)_TH_01,K65,K65,21,0,TH/TN,"28 -> 30, 32 -> 38",03/12/2025,05/21/2025,3,4,3,3,TTKT. 502,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2033,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_02_TH_07,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/05/2025,05/21/2025,3,4,1,2,TTKT. 603,Cơ sở 1,Nguyễn Quang Ninh,Kỹ thuật - Công nghệ
2037,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_03,K65,K65,70,0,LT,"23 -> 30, 32 -> 38",02/05/2025,05/21/2025,3,4,12,1,Phòng Đồ án 9,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2050,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_05,K65,K65,70,0,LT,"23 -> 30, 32 -> 38",02/05/2025,05/21/2025,3,4,12,1,ÐA8,Cơ sở 1,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2051,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_05_TH_19,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/05/2025,05/21/2025,3,4,2,2,TTKT. 602,Cơ sở 1,Đặng Hồng Lĩnh,Kỹ thuật - Công nghệ
2052,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_05_TH_20,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/05/2025,05/21/2025,3,4,4,2,TTKT. 602,Cơ sở 1,Đặng Hồng Lĩnh,Kỹ thuật - Công nghệ
2053,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_05_TH_21,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/05/2025,05/21/2025,3,4,7,2,TTKT. 502,Cơ sở 1,Đặng Hồng Lĩnh,Kỹ thuật - Công nghệ
2054,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_05_TH_22,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/05/2025,05/21/2025,3,4,9,2,TTKT. 502,Cơ sở 1,Đặng Hồng Lĩnh,Kỹ thuật - Công nghệ
2057,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_06_TH_23,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/05/2025,05/21/2025,2,4,9,2,TTKT. 605,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2029,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_01_TH_05,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/06/2025,05/22/2025,3,5,7,2,TTKT. 501,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2030,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_01_TH_06,K65,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/06/2025,05/22/2025,3,5,9,2,TTKT. 501,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2031,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_02,K65,K65,70,0,LT,"23 -> 30, 32 -> 38",02/06/2025,05/22/2025,3,5,1,2,B3_102,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2032,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_02,K65,K65,70,0,LT,"23 -> 30, 32 -> 38",02/06/2025,05/22/2025,3,5,12,1,ÐA6,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2170,INF31001,3,Kiến trúc và bảo trì máy tính(224.1)_LT_01,K65,K65,45,0,LT,23 -> 30,02/06/2025,03/27/2025,2,5,1,2,D3_301,Cơ sở 1,Nguyễn Quang Ninh,Kỹ thuật - Công nghệ
2172,INF31001,3,Kiến trúc và bảo trì máy tính(224.1)_LT_01_TH_02,K65,K65,15,0,TH/TN,"28 -> 30, 32 -> 38",03/13/2025,05/22/2025,3,5,3,3,TTKT. 602,Cơ sở 1,Nguyễn Quang Ninh,Kỹ thuật - Công nghệ
1919,INF30001,3,Kiến trúc máy tính(224.2)_LT_01_(CNTT_CLC),K65,K65,15,0,LT,"23 -> 30, 32 -> 38",02/07/2025,05/23/2025,3,6,8,3,A2 102,Cơ sở 1,Nguyễn Quang Ninh,Kỹ thuật - Công nghệ
2021,INF30064,4,Lập trình hướng đối tượng(224.2)_DAMH_01_(SP Tin),K65,K65,41,0,DAMH,"23 -> 30, 32 -> 38",02/07/2025,05/23/2025,3,6,13,1,P_DA_2,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2022,INF30064,4,Lập trình hướng đối tượng(224.2)_DAMH_01_(SP Tin),K65,K65,41,0,DAMH,"23 -> 30, 32 -> 38",02/07/2025,05/23/2025,3,6,1,2,D3_201,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2038,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_03,K65,K65,70,0,LT,"23 -> 30, 32 -> 38",02/07/2025,05/23/2025,3,6,4,2,B1_105,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2055,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_06,K65,K65,36,0,LT,"23 -> 30, 32 -> 38",02/07/2025,05/23/2025,3,6,11,1,ÐA7,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2076,INF30093,4,Lập trình máy tính(224.2)_DAMH_01_(CNTT_CLC),K65,K65,15,0,DAMH,"23 -> 30, 32 -> 38",02/07/2025,05/23/2025,3,6,1,2,B1_102,Cơ sở 1,Hoàng Hữu Việt,Kỹ thuật - Công nghệ
2058,INF30064,4,Lập trình hướng đối tượng(224.2)_LT_06_TH_24,,K65,18,0,TH/TN,"23 -> 30, 32 -> 38",02/05/2025,05/21/2025,2,4,7,2,TTKT. 608,Cơ sở 1,Trần Thị Kim Oanh,Kỹ thuật - Công nghệ
2059,INF30068,4,Phân tích và thiết kế hướng đối tượng(224.2)_LT_01_(CNTT_CLC),K64,K64,32,0,LT,"23 -> 29, 31 -> 38",02/08/2025,05/24/2025,3,7,3,3,B2_302,Cơ sở 1,Võ Đức Quang,Kỹ thuật - Công nghệ
2060,INF30068,4,Phân tích và thiết kế hướng đối tượng(224.2)_LT_01_(CNTT_CLC)_TH_01,K64,K64,16,0,TH/TN,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,3,6,4,2,TTKT. 508,Cơ sở 1,Võ Đức Quang,Kỹ thuật - Công nghệ
2061,INF30068,4,Phân tích và thiết kế hướng đối tượng(224.2)_LT_01_(CNTT_CLC)_TH_02,K64,K64,16,0,TH/TN,"23 -> 29, 31 -> 38",02/07/2025,05/23/2025,3,6,6,2,TTKT. 505,Cơ sở 1,Võ Đức Quang,Kỹ thuật - Công nghệ
2062,INF30073,5,Lập trình Web(224.2)_DAMH_01_(CNTT_CLC),K63,K63,35,0,DAMH,"23 -> 29, 31 -> 38",02/08/2025,05/24/2025,3,7,4,2,B2_301,Cơ sở 1,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2063,INF30073,5,Lập trình Web(224.2)_DAMH_01_(CNTT_CLC),K63,K63,35,0,DAMH,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,13,1,P_DA_1,Cơ sở 1,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2064,INF30073,5,Lập trình Web(224.2)_DAMH_01_(CNTT_CLC)_TH_01,K63,K63,18,0,TH/TN,"26 -> 29, 31 -> 38",02/26/2025,05/21/2025,5,4,1,5,TTKT. 607,Cơ sở 1,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2065,INF30073,5,Lập trình Web(224.2)_DAMH_01_(CNTT_CLC)_TH_02,K63,K63,18,0,TH/TN,"26 -> 29, 31 -> 38",02/26/2025,05/21/2025,5,4,6,5,TTKT. 508,Cơ sở 1,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2071,INF30088,4,Kiểm thử và đảm bảo chất lượng phần mềm(224.2)_LT_01,K62,K62,22,0,LT,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,1,2,C_102_cs2,Cơ sở 2,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2072,INF30088,4,Kiểm thử và đảm bảo chất lượng phần mềm(224.2)_LT_01,K62,K62,22,0,LT,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,11,1,ÐA1 - CS2,Cơ sở 2,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2073,INF30088,4,Kiểm thử và đảm bảo chất lượng phần mềm(224.2)_LT_01_TH_01,K62,K62,22,0,TH/TN,"28, 29, 31 -> 38",03/11/2025,05/20/2025,3,3,3,3,PM04.A5,Cơ sở 2,Cao Thanh Sơn,Kỹ thuật - Công nghệ
2074,INF30089,4,Các hệ cơ sở dữ liệu tiên tiến(224.2)_LT_01_(TC_CNTTCLC),K62,K62,24,0,LT,"23 -> 29, 31 -> 38",02/08/2025,05/24/2025,3,7,3,3,B3_101,Cơ sở 1,Phan Anh Phong,Kỹ thuật - Công nghệ
2075,INF30089,4,Các hệ cơ sở dữ liệu tiên tiến(224.2)_LT_01_(TC_CNTTCLC)_TH_01,K62,K62,24,0,TH/TN,"28, 29, 31 -> 38",03/15/2025,05/24/2025,3,7,7,3,TTKT. 603,Cơ sở 1,Phan Anh Phong,Kỹ thuật - Công nghệ
2078,INF30093,4,Lập trình máy tính(224.2)_DAMH_01_(CNTT_CLC)_TH_01,K65,K65,15,0,TH/TN,"23 -> 30, 32 -> 38",02/07/2025,05/23/2025,3,6,4,2,TTKT. 607,Cơ sở 1,Nguyễn Quang Ninh,Kỹ thuật - Công nghệ
2081,INF30102,3,Cấu trúc dữ liệu và giải thuật nâng cao(224.1)_LT_02_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/03/2025,05/19/2025,3,2,3,3,C_102_cs2,Cơ sở 2,Nguyễn Thị Uyên,Kỹ thuật - Công nghệ
2082,INF30102,3,Cấu trúc dữ liệu và giải thuật nâng cao(224.1)_LT_03_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/04/2025,05/20/2025,3,3,3,3,C_102_cs2,Cơ sở 2,Nguyễn Thị Uyên,Kỹ thuật - Công nghệ
2083,INF30102,3,Cấu trúc dữ liệu và giải thuật nâng cao(224.1)_LT_04_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/05/2025,05/21/2025,3,4,3,3,C_303_cs2,Cơ sở 2,Nguyễn Thị Uyên,Kỹ thuật - Công nghệ
2084,INF30102,3,Cấu trúc dữ liệu và giải thuật nâng cao(224.1)_LT_05_(TC),K62,K62,65,0,LT,"23 -> 29, 31 -> 38",02/06/2025,05/22/2025,3,5,3,3,C_301_cs2,Cơ sở 2,Nguyễn Thị Uyên,Kỹ thuật - Công nghệ
2085,INF30103,3,Phân tích và thiết kế mạng máy tính(224.1)_LT_01_(TC),K62,K62,75,0,LT,"23 -> 29, 31 -> 38",02/08/2025,05/24/2025,2,7,2,2,C_101_cs2,Cơ sở 2,Vũ Chí Cường,Kỹ thuật - Công nghệ
2086,INF30103,3,Phân tích và thiết kế mạng máy tính(224.1)_LT_01_(TC)_TH_01,K62,K62,25,0,TH/TN,"23 -> 29, 31 -> 38",02/08/2025,05/24/2025,3,7,8,2,PM_01_CS2,Cơ sở 2,Vũ Chí Cường,Kỹ thuật - Công nghệ
2087,INF30103,3,Phân tích và thiết kế mạng máy tính(224.1)_LT_01_(TC)_TH_02,K62,K62,25,0,TH/TN,"23 -> 29, 31 -> 38",02/09/2025,05/25/2025,3,8,2,2,PM_01_CS2,Cơ sở 2,Vũ Chí Cường,Kỹ thuật - Công nghệ
2088,INF30103,3,Phân tích và thiết kế mạng máy tính(224.1)_LT_01_(TC)_TH_03,K62,K62,25,0,TH/TN,"23 -> 29, 31 -> 38",02/09/2025,05/25/2025,3,8,4,2,PM_01_CS2,Cơ sở 2,Vũ Chí Cường,Kỹ thuật - Công nghệ
2089,INF30103,3,Phân tích và thiết kế mạng máy tính(224.1)_LT_02_(TC),K62,K62,75,0,LT,"23 -> 29, 31 -> 38",02/08/2025,05/24/2025,2,7,4,2,C_101_cs2,Cơ sở 2,Vũ Chí Cường,Kỹ thuật - Công nghệ
2090,INF30103,3,Phân tích và thiết kế mạng máy tính(224.1)_LT_02_(TC)_TH_01,K62,K62,25,0,TH/TN,"23 -> 29, 31 -> 38",02/09/2025,05/25/2025,3,8,6,2,PM_01_CS2,Cơ sở 2,Vũ Chí Cường,Kỹ thuật - Công nghệ
2091,INF30103,3,Phân tích và thiết kế mạng máy tính(224.1)_LT_02_(TC)_TH_02,K62,K62,25,0,TH/TN,"23 -> 29, 31 -> 38",02/08/2025,05/24/2025,3,7,6,2,PM_01_CS2,Cơ sở 2,Vũ Chí Cường,Kỹ thuật - Công nghệ
